"Week","a.influenza","acute.bronchitis","body.temperature","braun.thermoscan","break.a.fever","bronchitis","chest.cold","cold.and.flu","cold.or.flu","cold.versus.flu","cold.vs.flu","contagious.flu","cough.fever","cure.flu","cure.the.flu","dangerous.fever","do.i.have.the.flu","ear.thermometer","early.flu.symptoms","expectorant","exposed.to.flu","fever.cough","fever.flu","fever.reducer","fight.the.flu","flu.and.cold","flu.and.fever","flu.care","flu.children","flu.complications","flu.contagious.period","flu.contagious","flu.cough","flu.duration","flu.fever","flu.germs","flu.headache","flu.how.long","flu.in.children","flu.incubation.period","flu.incubation","flu.lasts","flu.length","flu.medicine","flu.or.cold","flu.recovery","flu.relief","flu.remedies","flu.remedy","flu.report","flu.reports","flu.symptoms","flu.test","flu.treatment","flu.treatments","flu.versus.cold","flu.vs.cold","get.over.the.flu","get.rid.of.the.flu","having.the.flu","high.fever","how.long.contagious","how.long.does.flu.last","how.long.does.the.flu.last","how.long.flu","how.long.is.flu.contagious","how.long.is.the.flu.contagious","how.long.is.the.flu","how.to.get.rid.of.the.flu","how.to.treat.flu","how.to.treat.the.flu","human.temperature","i.have.the.flu","incubation.period.for.flu","incubation.period.for.the.flu","influenza.a.and.b","influenza.a","influenza.contagious","influenza.incubation.period","influenza.incubation","influenza.symptoms","influenza.treatment","influenza.type.a","is.flu.contagious","low.body","medicine.for.flu","medicine.for.the.flu","normal.body.temperature","normal.body","oscillococcinum","over.the.counter.flu.medicine","over.the.counter.flu","painful.cough","pneumonia","rapid.flu","reduce.a.fever","reduce.fever","remedies.for.flu","remedies.for.the.flu","respiratory.flu","robitussin","signs.of.flu","signs.of.the.flu","sinus.infections","sinus","strep.throat","strep","symptoms.of.bronchitis","symptoms.of.flu","symptoms.of.influenza","symptoms.of.pneumonia","symptoms.of.the.flu","taking.temperature","tessalon","the.flu.virus","the.flu","thermoscan","treat.flu","treat.the.flu","treating.flu","treating.the.flu","treatment.for.flu","treatment.for.the.flu","tussin","tussionex","type.a.influenza","upper.respiratory","walking.pneumonia","what.to.do.if.you.have.the.flu"
"2004-11-13",4,62,55,31,10,28,19,21,18,35,7,3,13,2,9,26,9,60,11,33,22,13,7,20,52,21,12,9,6,13,13,3,15,13,7,29,11,2,4,3,2,75,0,20,18,25,41,9,18,4,11,2,2,6,17,35,7,27,14,15,20,4,5,4,2,5,0,6,15,19,24,64,7,3,0,18,4,14,24,13,17,25,13,3,63,13,22,26,35,54,22,30,57,41,15,32,14,11,24,13,27,3,10,28,48,43,44,21,2,15,19,2,42,15,5,3,75,7,18,39,48,10,77,45,37,13,34,40,0
"2004-11-20",4,41,57,47,11,30,17,16,18,35,7,3,7,2,8,20,9,25,11,33,16,7,6,20,19,16,18,5,6,17,13,3,6,10,6,22,8,1,2,1,3,89,0,10,18,28,31,17,27,4,4,2,2,5,13,35,7,20,14,15,25,4,3,3,1,4,6,5,15,19,18,51,10,4,0,18,4,11,19,14,13,44,14,2,61,19,22,29,42,30,22,12,44,41,15,39,21,11,26,10,33,3,8,29,48,44,53,13,1,34,16,2,32,28,6,3,25,5,14,24,36,7,29,46,33,14,31,45,0
"2004-11-27",3,36,41,24,9,31,26,12,17,36,11,4,9,5,8,41,7,16,16,63,20,9,8,27,20,12,9,9,5,10,11,4,10,15,8,23,8,3,4,2,1,46,0,9,17,15,35,13,42,6,4,2,3,8,39,36,11,0,12,12,24,5,4,3,3,8,6,5,15,10,19,76,5,4,0,18,3,11,19,11,4,39,14,2,42,20,26,26,32,25,22,12,44,41,23,24,21,22,40,15,36,3,6,32,51,40,47,18,1,12,14,3,55,16,3,2,29,9,11,25,37,5,25,35,31,14,34,44,0
"2004-12-04",6,35,45,29,9,35,22,18,9,29,6,4,15,3,8,24,7,38,13,55,24,15,6,34,22,19,15,7,5,25,11,4,19,12,6,18,13,1,5,3,3,36,0,6,9,15,38,15,19,10,5,2,2,7,16,29,6,0,12,12,25,3,2,3,1,6,5,4,15,11,15,58,4,5,0,18,6,9,15,11,17,37,12,4,69,12,31,27,36,20,22,9,54,45,12,24,14,9,21,15,35,4,6,34,48,44,50,20,2,34,23,2,26,38,5,2,46,5,11,16,30,5,25,45,29,12,33,44,0
"2004-12-11",7,31,51,28,9,33,23,19,20,32,4,2,11,3,8,24,7,33,17,56,27,11,8,17,28,19,7,5,3,8,10,2,12,16,8,18,10,3,2,2,1,36,0,13,20,15,25,18,37,3,4,2,1,2,16,32,4,0,12,12,18,4,3,4,3,3,5,4,15,12,15,62,8,3,15,18,7,9,15,11,14,41,15,2,57,20,36,34,39,22,22,12,63,44,12,24,20,26,21,16,28,1,8,27,48,47,52,15,1,9,17,3,43,14,4,3,41,6,11,12,30,12,25,27,39,15,18,37,0
"2004-12-18",5,25,51,40,9,32,26,18,10,35,7,4,11,3,6,17,8,30,14,71,31,11,11,12,34,18,8,11,7,9,11,4,6,17,11,19,9,3,5,2,2,42,13,13,10,16,79,17,50,5,7,2,1,6,13,35,7,0,13,21,18,3,2,5,3,3,5,4,17,8,17,57,4,3,15,19,5,9,15,12,12,16,12,3,52,8,35,23,34,21,23,14,73,44,13,39,15,14,44,14,34,5,9,29,48,49,54,23,2,13,20,4,20,28,5,2,69,5,13,21,52,4,25,32,43,12,16,44,34
"2004-12-25",3,29,49,25,22,35,32,23,22,37,9,6,13,3,7,21,9,21,17,80,35,13,12,43,40,23,16,9,4,21,13,6,9,27,12,49,20,1,3,3,2,47,16,14,22,20,33,20,39,3,5,3,1,8,13,37,9,0,15,31,36,7,3,6,1,4,5,6,19,15,20,54,8,4,15,23,3,23,19,15,10,40,15,3,63,21,35,22,28,26,29,12,46,47,16,55,11,23,21,15,40,4,6,30,54,46,54,24,2,24,20,3,51,35,3,3,40,6,14,31,39,8,30,54,75,15,29,49,0
"2005-01-01",9,41,45,42,13,40,23,19,43,42,9,5,23,4,16,27,11,84,13,50,13,23,13,16,47,19,33,6,5,12,30,5,24,30,13,79,10,5,5,5,7,53,18,19,43,22,74,38,27,6,5,3,2,10,23,42,9,0,33,17,29,4,10,7,5,4,5,8,14,11,22,57,6,4,15,27,9,13,22,33,11,38,34,3,76,23,18,23,31,45,36,13,51,47,18,70,25,19,21,11,52,3,7,44,64,47,52,32,2,18,23,3,28,23,8,3,52,13,24,35,44,12,35,45,57,34,39,51,0
"2005-01-08",9,50,54,57,26,46,30,22,22,43,16,6,22,5,14,32,7,37,8,77,13,22,13,11,20,22,25,11,3,12,21,6,19,16,13,36,13,4,3,2,2,36,20,12,22,15,42,25,45,5,5,3,3,11,26,43,16,17,11,12,25,7,7,8,4,4,5,4,14,7,15,60,8,3,15,18,9,13,22,28,13,67,12,3,73,13,18,28,34,35,44,14,35,53,12,24,17,13,21,13,41,3,4,39,62,45,53,37,1,28,27,3,35,55,2,3,51,6,18,28,50,16,63,100,72,12,40,60,0
"2005-01-15",9,21,60,54,11,40,30,20,26,45,10,5,16,2,8,54,7,51,8,56,13,16,10,11,20,20,14,4,3,8,10,5,18,12,10,17,16,4,5,1,1,35,23,13,26,15,24,19,35,5,5,2,1,9,10,45,10,16,22,11,23,4,3,4,4,3,4,5,14,7,14,65,4,3,14,18,9,17,28,11,17,39,22,4,73,8,18,30,46,13,21,18,33,52,11,36,22,16,20,7,40,2,4,37,53,51,55,26,2,26,21,3,31,39,4,2,58,9,16,31,38,6,23,43,58,22,43,59,0
"2005-01-22",8,78,61,75,9,37,36,31,20,28,17,4,17,4,5,27,7,77,9,65,13,17,13,11,16,31,11,5,6,8,10,4,15,28,13,18,11,3,4,3,1,35,24,10,20,15,58,31,55,8,3,3,1,5,16,28,17,16,11,12,30,4,2,3,3,6,9,8,14,19,22,64,8,3,14,18,8,8,21,11,21,46,27,2,71,21,18,34,49,28,21,9,35,51,12,48,20,14,21,8,44,2,4,36,60,49,59,20,2,23,27,4,21,21,3,2,75,7,16,20,44,4,23,71,58,27,32,40,0
"2005-01-29",13,33,64,18,12,45,27,20,19,36,13,4,24,4,10,15,7,69,8,70,12,24,13,21,15,20,19,8,6,13,10,4,24,18,13,17,18,4,4,3,2,34,11,12,19,22,32,15,38,8,3,3,2,10,33,36,13,21,11,14,35,3,4,3,4,9,13,11,14,17,19,66,4,3,14,17,13,8,21,21,20,58,40,5,65,12,17,37,41,31,21,12,65,53,11,38,32,16,20,18,43,3,4,37,63,52,58,33,1,29,23,3,55,34,6,3,58,11,21,23,28,9,22,45,61,40,38,57,61
"2005-02-05",20,53,61,53,19,46,31,30,34,53,15,7,28,2,8,40,10,46,12,55,12,28,18,16,22,30,16,5,3,19,10,7,22,15,18,25,14,4,4,2,3,33,11,10,34,22,59,26,26,8,5,3,3,13,23,53,15,16,11,15,44,6,4,5,4,3,6,4,14,10,14,68,8,6,27,26,20,33,18,18,29,51,50,2,71,7,17,45,45,54,30,14,33,56,11,22,20,24,33,15,41,4,8,51,60,60,65,34,2,29,22,4,24,37,6,4,100,11,21,26,28,11,44,87,69,50,42,56,31
"2005-02-12",22,58,58,35,16,49,31,28,29,26,8,10,16,6,7,30,13,46,13,65,13,16,24,41,15,28,23,10,5,8,19,10,23,38,24,33,16,8,5,5,5,33,28,17,29,43,72,23,52,12,7,4,3,11,19,26,8,31,16,11,44,8,5,5,8,4,6,6,14,18,21,51,8,11,53,27,22,14,34,21,32,62,50,6,80,22,17,47,58,33,20,26,40,57,19,37,29,13,29,19,49,4,6,47,65,66,76,29,3,23,27,6,72,43,4,4,38,17,14,55,55,5,33,51,58,50,47,48,31
"2005-02-19",19,44,73,70,8,47,28,34,29,62,17,8,24,6,8,40,13,38,8,88,12,24,19,20,30,34,21,2,7,18,16,8,30,30,19,25,20,6,3,5,7,40,22,25,29,33,85,27,48,12,3,4,3,13,22,62,17,23,11,22,41,6,5,4,6,4,4,12,14,17,18,72,8,7,13,28,19,16,18,31,36,71,39,7,72,11,17,54,63,37,40,20,48,59,17,37,16,20,19,14,48,4,10,39,62,64,71,46,2,46,30,6,44,46,5,4,66,14,14,33,27,9,33,73,79,39,44,66,32
"2005-02-26",19,31,68,28,17,45,40,26,25,57,10,6,20,6,7,40,7,53,11,60,13,20,20,33,24,26,25,3,6,8,10,6,16,30,20,27,28,5,5,3,5,48,36,25,25,30,42,33,59,9,3,4,3,14,26,57,10,16,11,12,40,7,6,3,5,3,7,4,43,18,23,49,8,3,15,18,19,20,29,26,28,31,65,2,65,12,18,50,55,48,43,27,34,61,24,35,25,28,35,15,43,2,4,44,68,58,63,29,2,21,27,4,56,44,8,4,76,9,14,28,44,6,23,41,67,65,37,64,33
"2005-03-05",19,39,58,72,16,40,21,20,19,45,10,5,15,3,8,51,14,54,8,71,0,15,13,14,19,20,28,4,5,10,10,5,20,15,13,17,17,4,3,1,3,68,11,16,19,19,24,26,46,9,3,3,3,6,30,45,10,47,11,11,39,6,4,10,4,6,9,5,13,18,28,94,8,8,14,43,19,14,28,11,26,39,27,3,70,10,17,37,48,25,21,9,66,54,11,23,21,12,19,12,40,3,6,46,65,61,64,52,2,26,29,5,29,47,7,3,53,11,14,38,56,5,33,55,66,27,45,52,0
"2005-03-12",15,37,54,34,16,41,26,15,20,26,8,6,22,4,12,29,7,67,8,41,0,23,12,20,19,15,11,6,3,13,9,6,26,15,12,22,12,4,3,2,4,34,11,10,20,19,34,14,30,4,3,2,3,11,14,26,8,15,10,11,36,4,5,5,4,4,4,3,13,14,18,59,5,3,13,25,15,8,13,31,20,61,31,2,73,11,32,30,44,21,20,11,47,62,11,22,23,8,19,7,39,3,7,42,68,60,64,33,2,28,27,4,27,29,3,3,69,12,20,33,54,10,65,41,69,31,33,54,0
"2005-03-19",9,40,57,26,13,41,20,11,8,26,8,5,23,3,7,15,7,60,8,68,0,23,15,20,15,11,16,6,4,15,9,5,12,15,15,16,18,3,3,3,3,34,11,9,8,19,38,23,30,6,4,2,2,7,10,26,8,30,10,16,32,6,5,5,3,3,4,3,13,7,14,64,7,3,13,25,9,8,20,31,22,23,14,3,70,22,15,36,50,28,20,8,32,53,11,44,21,16,19,12,31,1,4,42,66,59,64,17,2,17,28,3,43,47,6,3,56,5,15,33,41,11,22,31,65,14,26,52,0
"2005-03-26",6,39,53,54,8,41,26,9,29,45,4,3,19,4,10,36,7,39,16,56,0,19,15,24,14,9,17,2,5,8,9,3,11,18,15,51,15,3,4,2,1,34,12,7,29,15,24,14,14,3,4,2,1,4,15,45,4,31,22,10,43,4,4,5,3,4,4,5,14,7,13,72,6,3,13,17,6,8,21,14,12,29,11,3,61,8,15,33,37,19,21,13,33,50,23,57,16,25,18,11,30,2,4,34,61,51,61,33,1,18,21,2,53,42,6,2,44,4,10,23,28,3,0,59,46,11,26,49,0
"2005-04-02",5,38,49,16,7,38,28,11,11,25,9,3,14,2,5,14,0,71,12,53,0,15,8,16,14,11,11,2,4,14,9,3,12,12,8,21,8,3,2,1,1,45,10,12,11,40,22,12,22,2,4,1,2,5,9,25,9,15,10,10,44,5,4,2,3,3,4,6,13,7,13,38,5,3,13,17,5,8,19,15,8,27,20,3,57,7,15,34,45,17,25,13,45,50,11,41,27,15,18,7,34,1,4,37,59,55,58,30,1,20,23,3,26,37,3,2,48,6,9,15,26,3,0,56,47,20,23,52,0
"2005-04-09",4,30,50,26,12,40,16,11,8,25,6,2,16,2,7,30,0,23,12,28,0,16,9,10,14,11,20,4,2,7,14,2,7,11,9,49,9,1,2,1,1,55,11,5,8,28,35,10,23,6,5,1,2,5,9,25,6,15,16,16,43,6,4,2,1,4,6,3,20,11,13,32,11,3,0,17,4,8,20,15,6,35,14,5,68,7,19,29,34,18,30,13,48,49,11,53,15,24,29,21,30,2,4,34,57,50,55,35,1,17,23,3,24,29,5,1,53,6,10,33,41,5,0,38,39,14,19,54,45
"2005-04-16",9,40,57,17,16,33,16,6,15,25,6,3,16,2,5,15,0,30,12,43,0,16,7,10,14,6,21,5,2,7,9,3,8,7,7,16,12,1,2,1,1,66,11,7,15,28,23,6,20,3,3,1,2,4,9,25,6,15,10,11,33,5,4,2,1,3,0,3,26,7,13,47,4,3,0,17,9,8,13,10,8,19,14,2,68,7,22,31,41,10,0,8,31,42,11,65,15,8,19,11,27,3,4,31,59,49,59,13,1,33,16,1,35,32,8,1,41,4,10,11,26,4,0,37,33,14,24,30,0
"2005-04-23",4,43,47,35,8,32,13,6,12,25,5,2,11,2,5,15,0,56,12,60,0,11,6,17,14,6,21,2,3,15,0,2,10,7,6,16,18,1,5,1,1,32,11,6,12,28,22,9,10,2,3,1,2,2,38,25,5,15,10,11,39,2,4,2,1,0,0,3,13,7,14,64,4,3,0,17,4,8,13,10,7,28,21,2,65,7,25,30,38,16,0,8,32,40,10,33,19,8,18,7,32,2,4,26,52,46,56,15,1,13,16,2,55,26,7,1,37,8,10,11,26,7,0,50,41,21,27,35,0
"2005-04-30",3,30,63,25,8,33,26,5,6,25,6,2,16,2,5,28,0,25,8,36,12,16,6,14,14,6,16,2,1,7,0,2,6,7,6,16,6,2,2,1,1,32,11,5,6,13,22,3,13,2,3,1,1,3,9,25,6,15,10,10,31,2,4,2,2,0,0,0,13,7,13,50,4,3,0,16,3,8,13,10,9,22,10,2,60,7,28,31,41,9,0,8,30,41,10,42,12,8,18,7,30,1,4,33,55,48,54,22,1,8,17,1,19,25,4,1,22,4,10,11,26,3,20,39,39,10,21,35,0
"2005-05-07",4,19,45,82,7,28,13,4,7,25,6,2,13,3,9,28,0,39,8,29,0,13,7,19,14,4,13,3,1,7,0,2,6,7,7,16,6,1,2,1,2,32,11,6,7,13,22,5,10,5,3,1,2,3,9,25,6,15,10,10,34,5,3,2,1,0,0,0,13,7,13,50,4,3,0,16,4,0,13,0,8,20,10,2,59,7,31,30,38,6,0,8,30,39,10,21,7,7,18,7,21,1,5,35,55,50,57,11,0,13,14,1,19,31,4,1,46,4,10,10,26,3,20,66,25,10,34,32,0
"2005-05-14",2,36,47,42,8,29,15,5,5,25,8,1,10,3,5,14,0,43,8,40,0,10,4,23,15,5,7,2,1,7,0,1,5,7,4,16,6,1,6,1,1,32,11,4,5,13,27,10,15,2,3,1,1,4,9,25,8,15,10,10,37,4,2,2,1,0,0,0,13,7,13,57,4,0,0,16,2,0,0,0,5,14,10,2,47,7,16,30,39,8,0,8,31,37,0,21,15,8,18,14,25,2,5,30,49,50,56,16,1,11,8,1,26,22,2,1,49,4,10,11,26,3,21,39,39,10,37,31,0
"2005-05-21",4,21,39,33,11,28,15,8,7,50,8,1,14,2,5,35,0,33,8,22,0,14,4,10,15,8,7,2,1,7,0,1,9,7,4,0,9,1,2,2,1,33,11,5,7,14,33,9,10,2,3,1,2,3,9,50,8,15,10,11,36,4,2,2,1,0,0,0,13,7,13,34,5,0,0,16,4,0,0,0,6,14,0,2,61,7,16,14,35,6,0,8,46,35,0,21,12,19,37,7,25,1,0,34,49,47,54,14,0,14,17,1,34,17,3,1,49,8,10,13,26,7,21,18,41,0,21,35,0
"2005-05-28",3,26,46,51,8,26,20,4,8,0,4,1,10,2,6,14,7,19,8,35,0,10,3,20,15,4,7,3,1,7,0,1,6,8,3,0,18,2,2,1,1,34,0,4,8,14,24,8,20,2,3,1,1,1,14,0,4,16,10,11,23,5,2,2,2,0,0,0,13,7,13,42,5,0,0,16,3,0,0,0,7,14,0,2,46,7,16,27,34,6,0,8,33,33,0,22,19,15,38,7,17,1,0,31,48,48,54,21,1,8,13,1,27,24,2,1,64,12,10,16,27,4,22,31,55,0,34,36,0
"2005-06-04",2,33,43,64,8,26,19,3,8,0,4,1,9,2,8,16,7,51,8,30,0,9,4,18,15,3,7,4,1,8,0,1,3,8,4,0,12,1,2,1,1,35,0,7,8,15,24,4,11,2,3,1,1,2,20,0,4,16,11,11,36,3,4,3,1,0,0,0,14,8,14,30,4,0,0,17,2,0,0,0,3,15,0,3,38,8,16,28,30,13,21,9,33,31,0,23,8,8,20,7,20,1,0,27,46,45,51,26,0,9,16,1,25,24,2,1,24,4,10,12,27,4,23,43,35,0,21,26,0
"2005-06-11",2,20,45,17,8,21,14,4,5,0,4,2,14,1,5,15,7,26,8,29,0,14,5,15,14,4,10,5,1,8,0,2,5,8,5,0,12,1,2,1,1,33,0,7,5,19,29,5,15,2,3,1,1,1,10,0,4,15,11,11,35,3,5,3,1,6,8,3,14,7,21,21,4,0,0,17,2,8,0,0,7,14,0,4,58,14,16,30,36,6,20,8,32,31,0,22,12,8,19,7,16,1,0,32,46,40,47,10,1,8,9,0,27,29,3,1,23,4,10,11,27,4,21,25,41,0,18,37,0
"2005-06-18",2,22,42,17,8,19,12,5,5,0,4,1,8,2,5,15,7,30,8,27,0,8,4,14,15,5,7,2,1,8,0,1,5,8,4,0,9,2,3,1,1,33,0,3,5,24,35,8,10,2,3,0,1,2,10,0,4,15,11,11,36,2,6,3,2,0,0,3,14,7,27,50,4,0,0,17,2,8,0,0,3,14,0,0,54,7,0,27,43,6,0,8,32,28,11,44,23,8,0,11,18,1,0,23,43,40,49,25,0,8,12,1,28,23,3,1,35,8,10,11,27,4,0,32,24,0,25,29,0
"2005-06-25",2,31,40,18,8,20,13,4,5,0,4,1,8,1,5,25,7,58,8,36,0,8,5,10,14,4,7,2,1,8,0,1,3,8,5,0,9,1,2,1,1,33,0,2,5,28,24,5,21,2,3,0,1,1,10,0,4,15,11,11,28,3,2,3,1,0,0,3,14,7,14,34,4,0,0,25,2,8,0,0,4,22,11,0,54,7,0,16,29,9,0,9,40,29,11,45,11,8,0,15,19,1,0,24,43,40,46,9,1,9,9,1,24,20,3,1,42,6,10,11,27,4,0,19,38,11,22,33,0
"2005-07-02",2,18,35,26,12,15,10,3,10,0,4,1,14,1,5,30,7,35,8,25,0,14,4,17,14,3,7,2,1,7,0,1,3,8,4,17,6,1,2,1,1,0,0,7,10,0,24,4,10,2,3,0,1,2,10,0,4,15,0,11,29,1,2,3,1,0,0,4,0,7,14,24,4,0,0,34,2,8,0,0,5,14,11,0,36,7,0,28,37,9,0,8,48,26,11,22,24,8,0,8,19,1,4,21,46,36,43,13,1,9,11,1,20,20,2,0,35,4,10,15,28,4,0,26,28,11,15,26,0
"2005-07-09",2,14,39,37,8,18,11,2,5,0,4,2,13,1,5,32,7,24,8,29,13,13,4,22,14,2,7,2,2,7,0,2,7,12,4,18,10,1,2,1,1,0,12,2,5,0,25,5,13,2,3,1,2,3,14,0,4,15,0,11,28,1,4,3,1,0,0,4,0,7,0,33,4,0,0,18,2,8,0,0,4,15,11,0,55,8,0,30,39,6,0,8,34,23,11,24,17,8,0,8,16,3,4,26,39,39,47,16,0,9,5,1,32,18,2,1,30,4,10,18,26,4,0,20,24,11,26,19,0
"2005-07-16",1,25,49,25,15,19,7,6,5,0,4,1,8,2,5,14,6,36,8,22,0,8,5,25,14,6,7,2,2,7,0,1,8,7,5,0,6,1,2,1,1,0,0,2,5,0,22,6,16,2,3,1,1,4,18,0,4,15,0,11,29,2,2,2,1,0,0,3,0,7,0,41,4,0,0,16,1,8,0,0,3,14,10,0,48,11,0,27,32,15,0,8,31,23,11,42,15,8,0,7,17,1,4,26,42,36,44,10,0,8,8,1,23,20,2,1,27,4,10,21,26,3,0,30,22,10,25,25,0
"2005-07-23",3,25,41,17,8,14,16,5,10,0,6,2,4,2,5,14,6,33,8,16,0,4,2,19,14,5,7,2,2,0,0,2,3,7,2,0,9,1,2,1,1,0,0,4,10,0,22,7,10,2,3,1,1,3,9,0,6,15,0,11,33,2,2,2,1,0,0,3,0,7,0,44,4,0,0,16,3,0,0,0,4,14,10,0,38,14,16,28,41,6,0,8,31,26,11,28,19,15,19,7,16,1,4,20,39,35,46,8,0,8,9,1,17,19,2,1,20,4,10,11,26,4,0,43,34,10,28,20,0
"2005-07-30",1,17,39,17,15,15,9,6,5,25,7,1,14,1,5,28,6,32,8,10,0,14,4,19,14,6,13,2,1,0,0,1,3,7,4,0,11,1,2,1,1,0,0,2,5,0,29,5,10,2,3,0,1,2,9,25,7,15,0,11,32,2,2,2,1,3,0,3,0,7,0,27,4,0,0,16,1,0,0,0,3,14,10,0,43,7,0,22,28,6,0,8,31,25,0,21,10,8,18,7,18,2,4,22,42,31,38,10,0,8,9,1,40,16,2,1,33,8,10,16,39,3,0,27,34,10,14,24,0
"2005-08-06",1,19,34,25,7,17,14,6,10,25,4,1,7,2,5,14,6,22,8,16,0,7,5,19,14,6,13,2,1,0,0,1,4,7,5,0,6,1,2,1,1,0,0,3,10,14,0,5,14,2,3,0,1,1,9,25,4,15,0,11,29,3,2,2,1,3,0,3,0,7,0,34,4,0,0,16,1,0,0,0,4,14,12,2,43,7,0,18,36,12,0,8,0,23,0,42,7,7,18,7,16,2,4,18,43,32,40,17,0,8,6,1,19,19,2,0,47,4,10,21,52,3,0,33,20,12,33,19,0
"2005-08-13",2,24,51,41,7,16,11,3,5,0,4,1,6,1,5,14,6,28,8,16,0,6,2,19,14,3,6,2,1,0,0,1,4,7,2,0,6,1,2,2,2,0,0,2,5,13,0,3,19,2,3,1,1,2,9,0,4,14,0,0,27,3,2,2,1,3,0,3,0,7,0,36,4,0,0,16,2,0,13,10,7,13,15,2,48,7,0,25,30,11,0,9,0,25,0,20,7,7,18,13,19,2,8,18,43,34,42,14,0,8,7,1,28,23,2,0,44,8,9,10,25,3,0,21,26,15,20,15,0
"2005-08-20",2,11,36,24,7,17,10,4,12,0,4,1,8,1,5,13,6,39,8,17,0,8,4,10,15,4,7,2,1,0,0,1,4,8,4,0,8,1,2,1,1,0,10,3,12,13,0,6,9,2,3,1,1,2,10,0,4,14,10,0,33,3,2,2,1,3,0,3,0,10,13,36,4,0,0,16,2,0,11,9,4,13,9,2,44,7,0,19,23,8,0,9,0,27,0,20,11,7,18,10,15,1,4,23,46,34,38,12,1,8,7,1,30,24,3,1,17,5,9,10,25,3,0,41,31,9,31,23,0
"2005-08-27",2,28,40,76,7,17,19,4,5,0,4,1,10,1,5,13,5,43,7,23,0,10,5,11,16,4,7,4,1,0,0,1,5,8,5,0,7,1,2,1,1,0,10,2,5,13,0,8,11,2,3,1,1,2,10,0,4,14,10,0,32,5,2,2,1,3,0,3,15,8,15,29,3,0,0,16,2,0,11,9,3,15,9,2,50,8,0,21,32,7,0,9,0,30,0,20,13,9,17,7,18,1,3,23,45,30,40,7,0,9,10,1,13,29,2,1,54,4,16,15,25,4,24,41,27,9,22,27,0
"2005-09-03",1,18,45,16,7,17,15,7,7,0,4,1,6,2,4,13,5,27,7,28,0,6,5,9,14,8,6,2,2,0,0,1,5,7,5,15,5,2,2,1,1,0,10,4,7,13,0,8,27,2,3,1,1,4,8,0,4,14,10,0,33,4,2,2,2,3,0,3,11,13,18,37,3,0,0,16,1,7,11,9,3,13,9,2,42,7,15,27,42,5,0,8,0,24,0,20,14,7,17,7,18,1,3,25,40,35,42,9,0,8,12,1,25,19,3,1,38,9,23,20,25,3,18,23,34,9,22,19,0
"2005-09-10",2,20,46,15,7,20,18,10,6,0,7,1,8,1,7,14,5,38,7,23,0,8,5,19,14,10,13,4,1,0,0,1,4,7,5,14,6,1,2,1,1,0,10,5,6,12,0,5,14,2,3,1,1,2,8,0,7,14,10,0,28,1,2,2,1,0,0,3,11,7,12,33,3,0,0,16,2,8,11,9,4,13,9,1,40,7,15,28,42,11,0,9,0,26,0,20,14,7,18,7,21,2,3,20,49,35,41,9,1,8,8,1,29,21,1,1,26,6,9,20,23,4,18,18,28,9,25,24,0
"2005-09-17",3,26,51,15,7,24,27,10,4,22,4,2,9,2,6,16,5,28,10,38,0,9,4,17,12,10,6,3,1,6,0,2,4,6,4,14,18,0,2,1,1,0,14,10,4,12,19,6,17,3,3,1,1,4,8,22,4,13,9,0,25,2,2,2,0,0,0,3,11,12,12,72,3,0,0,18,3,9,11,9,5,18,9,1,44,6,13,44,46,5,0,11,0,29,9,27,15,7,21,12,20,1,3,31,50,35,44,25,1,7,15,2,36,19,3,1,35,7,9,9,23,5,18,34,30,9,24,20,0
"2005-09-24",5,29,53,29,9,25,22,12,6,21,3,2,11,2,4,12,11,33,13,28,0,11,4,17,24,12,8,6,3,6,8,2,5,6,4,14,10,1,1,1,1,0,9,9,6,12,19,8,14,2,3,1,1,5,16,21,3,13,9,14,27,5,2,2,1,0,0,3,11,6,15,52,6,0,0,21,5,10,11,9,7,24,9,1,44,6,13,31,39,9,0,7,27,34,9,18,10,7,24,6,28,1,4,34,49,41,48,20,1,7,10,2,20,12,3,2,55,5,8,9,23,6,46,29,20,9,27,30,0
"2005-10-01",4,26,53,43,7,25,18,14,6,21,3,2,14,4,4,31,5,14,7,26,10,14,7,21,18,14,9,9,5,12,10,2,12,6,7,14,8,1,3,2,1,55,9,9,6,15,19,11,11,4,3,1,2,6,8,21,3,13,8,18,29,4,2,2,1,0,0,3,11,12,19,60,3,0,0,23,4,7,11,8,7,16,9,1,56,8,13,34,37,15,0,7,27,33,9,24,9,10,28,6,28,2,5,27,48,36,41,24,1,18,10,1,33,31,4,2,35,7,12,14,23,4,36,45,44,9,25,30,0
"2005-10-08",5,33,55,35,12,27,15,16,10,21,3,1,13,3,4,20,5,25,13,19,10,13,7,17,12,16,9,10,7,18,13,1,10,6,7,13,13,2,2,1,1,26,9,19,10,17,19,18,30,5,3,2,4,9,12,21,3,13,8,14,31,2,2,2,2,0,4,3,11,17,22,56,3,2,0,26,5,7,11,8,10,27,9,1,53,18,13,38,47,23,0,7,26,36,9,30,11,9,31,16,24,2,3,25,46,38,46,22,2,10,13,2,26,16,6,5,27,13,16,18,22,4,18,31,41,9,31,29,25
